Name,POS,DK Pts,DK Price,FD Points,FD Price,DK Price %,FD Price %,Diff DK/FD
Aaron Rodgers,QB,23.608,7700,22.4,9300,0.154,0.155,-0.0010000000000000009
Arian Foster,RB,13.150,7000,9.7,8500,0.14,0.14166666666666666,-0.0016666666666666496
Marshawn Lynch,RB,9.967,6900,8.5,8300,0.138,0.13833333333333334,-0.0003333333333333244
Peyton Manning,QB,13.792,6600,13.2,8100,0.132,0.135,-0.0030000000000000027
Carson Palmer,QB,22.348,6600,20.5,8000,0.132,0.13333333333333333,-0.0013333333333333253
Russell Wilson,QB,17.296,6500,16.9,8000,0.13,0.13333333333333333,-0.003333333333333327
DeMarco Murray,RB,15.075,6000,12.8,7600,0.12,0.12666666666666668,-0.006666666666666682
Sam Bradford,QB,16.928,6000,15.5,7700,0.12,0.12833333333333333,-0.008333333333333331
Joe Flacco,QB,17.376,5900,16,7800,0.118,0.13,-0.01200000000000001
Dion Lewis,RB,20.450,5800,17.3,7200,0.116,0.12,-0.00399999999999999
Marcus Mariota,QB,19.500,5800,18.2,7200,0.116,0.12,-0.00399999999999999
Andy Dalton,QB,25.644,5700,23.6,7600,0.114,0.12666666666666668,-0.012666666666666673
Ryan Tannehill,QB,18.225,5700,16.7,7700,0.114,0.12833333333333333,-0.014333333333333323
Tyrod Taylor,QB,21.596,5600,21.5,7400,0.112,0.12333333333333334,-0.011333333333333334
Josh McCown,QB,22.905,5400,19.2,7000,0.108,0.11666666666666667,-0.00866666666666667
LeSean McCoy,RB,11.967,5400,10.8,7000,0.108,0.11666666666666667,-0.00866666666666667
Alex Smith,QB,16.908,5300,15.9,7000,0.106,0.11666666666666667,-0.010666666666666672
Matthew Stafford,QB,13.120,5300,12.8,6900,0.106,0.115,-0.009000000000000008
Teddy Bridgewater,QB,11.965,5300,11.7,6600,0.106,0.11,-0.0040000000000000036
Karlos Williams,RB,14.800,5300,13.4,6900,0.106,0.115,-0.009000000000000008
Jay Cutler,QB,15.530,5200,15.3,7500,0.104,0.125,-0.021000000000000005
Golden Tate,WR,10.560,5200,7.8,6900,0.104,0.115,-0.01100000000000001
Blake Bortles,QB,20.432,5200,19.8,7300,0.104,0.12166666666666667,-0.017666666666666678
Brian Hoyer,QB,17.533,5100,16.2,6700,0.102,0.11166666666666666,-0.00966666666666667
Christopher Ivory,RB,18.867,5100,17.4,7300,0.102,0.12166666666666667,-0.01966666666666668
Kirk Cousins,QB,14.812,5100,13.8,6200,0.102,0.10333333333333333,-0.0013333333333333391
Ryan Fitzpatrick,QB,16.040,5000,16,6900,0.1,0.115,-0.015
Mark Sanchez,QB,0,5000,16.7,6100,0.1,0.10166666666666667,-0.0016666666666666635
Colin Kaepernick,QB,16.472,5000,15.3,7300,0.1,0.12166666666666667,-0.021666666666666667
Ryan Mallett,QB,9.580,5000,9.2,6300,0.1,0.105,-0.0049999999999999906
Travis Kelce,TE,14.560,5000,11.4,6200,0.1,0.10333333333333333,-0.003333333333333327
Travis Benjamin,WR,19.020,5000,16,6300,0.1,0.105,-0.0049999999999999906
Allen Hurns,WR,18.600,5000,14.5,6500,0.1,0.10833333333333334,-0.008333333333333331
Johnny Manziel,QB,13.380,5000,12.4,6400,0.1,0.10666666666666667,-0.006666666666666668
Donte Moncrief,WR,14.560,5000,11.6,6200,0.1,0.10333333333333333,-0.003333333333333327
Frank Gore,RB,12.420,4900,11.1,7000,0.098,0.11666666666666667,-0.018666666666666665
Eric Decker,WR,16.667,4900,14.3,6100,0.098,0.10166666666666667,-0.0036666666666666653
Tyler Eifert,TE,17.640,4900,14.6,6000,0.098,0.1,-0.0020000000000000018
Martellus Bennett,TE,12.660,4800,9.9,5800,0.096,0.09666666666666666,-0.0006666666666666626
Thomas Rawls,RB,9.100,4800,7.8,6400,0.096,0.10666666666666667,-0.010666666666666672
T.J. Yeldon,RB,12.080,4800,10,6800,0.096,0.11333333333333333,-0.017333333333333326
Danny Woodhead,RB,15.060,4700,13,6000,0.094,0.1,-0.006000000000000005
Chris Johnson,RB,13.520,4600,11.9,7200,0.092,0.12,-0.027999999999999997
Ronnie Hillman,RB,8.100,4600,7.2,6400,0.092,0.10666666666666667,-0.014666666666666675
Carlos Hyde,RB,14.460,4600,13,7000,0.092,0.11666666666666667,-0.02466666666666667
Giovani Bernard,RB,14.660,4600,12.4,6700,0.092,0.11166666666666666,-0.019666666666666666
Melvin Gordon,RB,9.320,4600,7.6,6500,0.092,0.10833333333333334,-0.01633333333333334
Knile Davis,RB,2.180,4500,2.1,5500,0.09,0.09166666666666666,-0.0016666666666666635
C.J. Anderson,RB,6.080,4500,5.2,6600,0.09,0.11,-0.020000000000000004
Duke Johnson,RB,11.260,4500,9.2,5900,0.09,0.09833333333333333,-0.008333333333333331
Gary Barnidge,TE,17.080,4400,13.5,5700,0.088,0.095,-0.007000000000000006
LeGarrette Blount,RB,12.000,4400,11.8,6500,0.088,0.10833333333333334,-0.020333333333333342
Rueben Randle,WR,11.140,4400,8.6,5700,0.088,0.095,-0.007000000000000006
Jordan Reed,TE,14.200,4400,11,5700,0.088,0.095,-0.007000000000000006
Andre Johnson,WR,7.560,4300,6.3,6000,0.086,0.1,-0.014000000000000012
Anquan Boldin,WR,12.220,4300,9.3,6500,0.086,0.10833333333333334,-0.022333333333333344
Rashad Jennings,RB,10.440,4300,9.3,6300,0.086,0.105,-0.019000000000000003
Kamar Aiken,WR,8.860,4300,7.2,6000,0.086,0.1,-0.014000000000000012
Charles Clay,TE,12.640,4300,9.8,5700,0.086,0.095,-0.009000000000000008
Lamar Miller,RB,7.950,4300,6.7,6400,0.086,0.10666666666666667,-0.02066666666666668
Davante Adams,WR,6.067,4300,4.6,5500,0.086,0.09166666666666666,-0.005666666666666667
Torrey Smith,WR,8.940,4200,7.2,6200,0.084,0.10333333333333333,-0.019333333333333327
Shane Vereen,RB,11.380,4200,9.4,5600,0.084,0.09333333333333334,-0.009333333333333332
David Johnson,RB,13.360,4200,12.3,5600,0.084,0.09333333333333334,-0.009333333333333332
Rishard Matthews,WR,17.200,4200,13.6,6300,0.084,0.105,-0.02099999999999999
Isaiah Crowell,RB,10.860,4200,10.2,6300,0.084,0.105,-0.02099999999999999
Doug Baldwin,WR,12.360,4100,10.1,5800,0.082,0.09666666666666666,-0.014666666666666661
DeAngelo Williams,RB,10.220,4000,9.1,5300,0.08,0.08833333333333333,-0.008333333333333331
Percy Harvin,WR,9.980,4000,8.1,5000,0.08,0.08333333333333333,-0.003333333333333327
Julius Thomas,TE,4.000,4000,3,5200,0.08,0.08666666666666667,-0.006666666666666668
Marquess Wilson,WR,8.880,4000,7.4,5400,0.08,0.09,-0.009999999999999995
Ameer Abdullah,RB,8.680,4000,7.5,5900,0.08,0.09833333333333333,-0.018333333333333326
Martavis Bryant,WR,0,4000,11.7,6100,0.08,0.10166666666666667,-0.021666666666666667
Charcandrick West,RB,1.540,4000,1.3,6200,0.08,0.10333333333333333,-0.02333333333333333
Jonathan Stewart,RB,7.300,3900,6.7,6100,0.078,0.10166666666666667,-0.02366666666666667
Lorenzo Taliaferro,RB,6.200,3900,5.4,4900,0.078,0.08166666666666667,-0.0036666666666666653
Darren Sproles,RB,10.300,3800,8.7,5500,0.076,0.09166666666666666,-0.015666666666666662
Steve Johnson,WR,12.625,3800,10.4,5700,0.076,0.095,-0.019000000000000003
Alfred Blue,RB,7.360,3800,6.5,5000,0.076,0.08333333333333333,-0.007333333333333331
Bishop Sankey,RB,10.050,3800,9.2,5300,0.076,0.08833333333333333,-0.012333333333333335
