Name,POS,DK Pts,DK Price,FD Points,FD Price,DK Price %,FD Price %,Diff DK/FD
Jonathan Stewart,RB,12.100,5500,10.1,6800,0.11,0.11333333333333333,-0.003333333333333327
Nick Foles,QB,20.980,5500,19,6500,0.11,0.10833333333333334,0.0016666666666666635
Kirk Cousins,QB,9.740,5500,9.7,5700,0.11,0.095,0.015
Derek Carr,QB,3.240,5500,3.2,6100,0.11,0.10166666666666667,0.008333333333333331
Lamar Miller,RB,8.500,5500,8,7300,0.11,0.12166666666666667,-0.011666666666666672
Nelson Agholor,WR,1.500,5500,1,5700,0.11,0.095,0.015
Marques Colston,WR,5.900,5400,4.4,5300,0.108,0.08833333333333333,0.019666666666666666
Larry Fitzgerald,WR,14.700,5400,11.7,5900,0.108,0.09833333333333333,0.00966666666666667
Mike Wallace,WR,12.300,5400,9.3,6200,0.108,0.10333333333333333,0.004666666666666666
Torrey Smith,WR,2.100,5400,1.6,5900,0.108,0.09833333333333333,0.00966666666666667
DeAngelo Williams,RB,17.200,5300,13.7,7400,0.106,0.12333333333333334,-0.01733333333333334
Matt McGloin,QB,11.680,5300,10.7,5500,0.106,0.09166666666666666,0.014333333333333337
Blake Bortles,QB,11.920,5300,11.9,6100,0.106,0.10166666666666667,0.004333333333333328
Brian Hoyer,QB,11.440,5200,10.4,6300,0.104,0.105,-0.0010000000000000009
Johnny Manziel,QB,11.780,5200,9.8,6500,0.104,0.10833333333333334,-0.004333333333333342
Josh McCown,QB,3.260,5100,2.3,5900,0.102,0.09833333333333333,0.0036666666666666653
Eric Decker,WR,11.700,5100,10.7,6000,0.102,0.1,0.001999999999999988
Ryan Mallett,QB,10.520,5100,8.5,6500,0.102,0.10833333333333334,-0.006333333333333344
Travis Kelce,TE,31.600,5100,25.6,6600,0.102,0.11,-0.008000000000000007
Mike Glennon,QB,0,5100,15.9,5100,0.102,0.085,0.016999999999999987
John Brown,WR,14.600,5100,12.6,6200,0.102,0.10333333333333333,-0.0013333333333333391
Carlos Hyde,RB,35.200,5100,31.2,7000,0.102,0.11666666666666667,-0.014666666666666675
Matt Hasselbeck,QB,0,5000,4.2,4800,0.1,0.08,0.020000000000000004
Michael Vick,QB,0,5000,4.5,6000,0.1,0.1,0.0
Matt Cassel,QB,0.000,5000,0,6400,0.1,0.10666666666666667,-0.006666666666666668
Tarvaris Jackson,QB,0,5000,6.1,5200,0.1,0.08666666666666667,0.013333333333333336
Derek Anderson,QB,0,5000,8.4,5200,0.1,0.08666666666666667,0.013333333333333336
Dan Orlovsky,QB,0,5000,2.5,5200,0.1,0.08666666666666667,0.013333333333333336
Kellen Clemens,QB,0,5000,3.4,5200,0.1,0.08666666666666667,0.013333333333333336
Shaun Hill,QB,0,5000,10.8,5100,0.1,0.085,0.015
Matt Moore,QB,0,5000,0.3,5400,0.1,0.09,0.010000000000000009
Drew Stanton,QB,0,5000,10.9,5200,0.1,0.08666666666666667,0.013333333333333336
Matt Schaub,QB,0,5000,0.1,5300,0.1,0.08833333333333333,0.011666666666666672
Luke McCown,QB,0.000,5000,0,5200,0.1,0.08666666666666667,0.013333333333333336
Chad Henne,QB,0,5000,10.4,5900,0.1,0.09833333333333333,0.0016666666666666774
Rashad Jennings,RB,11.200,5000,11.2,6400,0.1,0.10666666666666667,-0.006666666666666668
Joe Webb,QB,0.000,5000,0,4800,0.1,0.08,0.020000000000000004
Mark Sanchez,QB,0,5000,16.7,6400,0.1,0.10666666666666667,-0.006666666666666668
Chase Daniel,QB,0,5000,2.6,5400,0.1,0.09,0.010000000000000009
Colt McCoy,QB,0,5000,13.2,4800,0.1,0.08,0.020000000000000004
Scott Tolzien,QB,0,5000,0,5100,0.1,0.085,0.015
C.J. Spiller,RB,0,5000,6.9,6100,0.1,0.10166666666666667,-0.0016666666666666635
Case Keenum,QB,0,5000,12.4,4800,0.1,0.08,0.020000000000000004
Jimmy Clausen,QB,0,5000,4.2,5300,0.1,0.08833333333333333,0.011666666666666672
Alfred Morris,RB,15.100,5000,12.1,7300,0.1,0.12166666666666667,-0.021666666666666667
Brandon Weeden,QB,0,5000,4.2,5500,0.1,0.09166666666666666,0.008333333333333345
Pierre Garcon,WR,13.400,5000,10.4,5400,0.1,0.09,0.010000000000000009
Austin Davis,QB,0,5000,11.7,5400,0.1,0.09,0.010000000000000009
LeGarrette Blount,RB,0,5000,5.8,6400,0.1,0.10666666666666667,-0.006666666666666668
Kendall Wright,WR,23.100,5000,18.1,6100,0.1,0.10166666666666667,-0.0016666666666666635
E.J. Manuel,QB,0,5000,12.3,6200,0.1,0.10333333333333333,-0.003333333333333327
Blaine Gabbert,QB,0,5000,6,5400,0.1,0.09,0.010000000000000009
Sean Renfree,QB,0,5000,0,4800,0.1,0.08,0.020000000000000004
Ryan Nassib,QB,0,5000,0.5,5500,0.1,0.09166666666666666,0.008333333333333345
Ryan Griffin,QB,0,5000,2.3,4500,0.1,0.075,0.02500000000000001
Matt Barkley,QB,0,5000,0,4800,0.1,0.08,0.020000000000000004
Zach Mettenberger,QB,-0.500,5000,-0.5,5600,0.1,0.09333333333333334,0.006666666666666668
Aaron Murray,QB,0,5000,0,4800,0.1,0.08,0.020000000000000004
Brock Osweiler,QB,0,5000,1.5,5600,0.1,0.09333333333333334,0.006666666666666668
Bryce Petty,QB,0,5000,0,4800,0.1,0.08,0.020000000000000004
AJ McCarron,QB,0,5000,0,5100,0.1,0.085,0.015
David Fales,QB,0,5000,0,4800,0.1,0.08,0.020000000000000004
Garrett Grayson,QB,0,5000,0,4800,0.1,0.08,0.020000000000000004
Jimmy Garoppolo,QB,0,5000,2,6800,0.1,0.11333333333333333,-0.013333333333333322
Sean Mannion,QB,0,5000,0,4800,0.1,0.08,0.020000000000000004
Brett Hundley,QB,0,5000,0,4800,0.1,0.08,0.020000000000000004
Melvin Gordon,RB,8.700,5000,6.2,6500,0.1,0.10833333333333334,-0.008333333333333331
Greg Olsen,TE,2.100,4900,1.6,6000,0.098,0.1,-0.0020000000000000018
Allen Robinson,WR,3.700,4900,3.2,5700,0.098,0.095,0.0030000000000000027
Davante Adams,WR,9.900,4900,7.9,6400,0.098,0.10666666666666667,-0.00866666666666667
Frank Gore,RB,5.100,4800,4.1,7000,0.096,0.11666666666666667,-0.020666666666666667
Victor Cruz,WR,0,4800,8.5,6100,0.096,0.10166666666666667,-0.005666666666666667
Charles Johnson,WR,4.700,4800,3.7,5400,0.096,0.09,0.006000000000000005
Michael Floyd,WR,2.800,4800,2.3,5600,0.096,0.09333333333333334,0.0026666666666666644
T.J. Yeldon,RB,9.700,4800,8.2,6500,0.096,0.10833333333333334,-0.012333333333333335
Todd Gurley,RB,0,4800,0,6300,0.096,0.105,-0.008999999999999994
James Jones,WR,21.100,4700,19.1,5400,0.094,0.09,0.0040000000000000036
Christopher Ivory,RB,23.000,4700,22.5,6900,0.094,0.115,-0.021000000000000005
Rueben Randle,WR,5.300,4700,3.8,5400,0.094,0.09,0.0040000000000000036
Tre Mason,RB,0,4700,10.6,7200,0.094,0.12,-0.025999999999999995
Breshad Perriman,WR,0,4700,0,5200,0.094,0.08666666666666667,0.007333333333333331
Joique Bell,RB,6.100,4600,5.1,6100,0.092,0.10166666666666667,-0.00966666666666667
Donte Moncrief,WR,16.600,4600,13.6,6000,0.092,0.1,-0.008000000000000007
Martellus Bennett,TE,16.500,4500,14,6100,0.09,0.10166666666666667,-0.011666666666666672
Percy Harvin,WR,19.800,4500,17.3,5700,0.09,0.095,-0.0050000000000000044
Giovani Bernard,RB,14.800,4500,11.8,7000,0.09,0.11666666666666667,-0.026666666666666672
Julius Thomas,TE,0,4500,11,5400,0.09,0.09,0.0
Ameer Abdullah,RB,19.400,4500,17.4,6400,0.09,0.10666666666666667,-0.016666666666666677
Bishop Sankey,RB,22.600,4500,21.6,6500,0.09,0.10833333333333334,-0.01833333333333334
Tevin Coleman,RB,8.000,4500,8,6500,0.09,0.10833333333333334,-0.01833333333333334
Malcom Floyd,WR,3.900,4400,3.4,5100,0.088,0.085,0.002999999999999989
Benny Cunningham,RB,16.200,4400,14.2,5800,0.088,0.09666666666666666,-0.00866666666666667
Isaiah Crowell,RB,5.300,4400,4.3,5800,0.088,0.09666666666666666,-0.00866666666666667
Jason Witten,TE,26.000,4300,22,6000,0.086,0.1,-0.014000000000000012
Darren McFadden,RB,4.500,4200,4,6400,0.084,0.10666666666666667,-0.02266666666666667
Steve Johnson,WR,20.200,4200,17.2,5700,0.084,0.095,-0.010999999999999996
Doug Baldwin,WR,10.500,4200,7,6000,0.084,0.1,-0.016
Shane Vereen,RB,10.000,4200,8,6200,0.084,0.10333333333333333,-0.019333333333333327
Terrance Williams,WR,11.000,4200,8.5,6300,0.084,0.105,-0.02099999999999999
Tyler Eifert,TE,34.400,4200,26.9,5900,0.084,0.09833333333333333,-0.014333333333333323
David Johnson,RB,12.500,4200,12,6600,0.084,0.11,-0.025999999999999995
Devonta Freeman,RB,7.700,4200,6.2,6300,0.084,0.105,-0.02099999999999999
Michael Crabtree,WR,8.700,4100,6.2,5500,0.082,0.09166666666666666,-0.009666666666666657
Kenny Britt,WR,5.700,4100,4.7,5200,0.082,0.08666666666666667,-0.004666666666666666
Kenny Stills,WR,2.200,4100,1.7,5200,0.082,0.08666666666666667,-0.004666666666666666
Austin Seferian-Jenkins,TE,31.000,4100,25.5,4500,0.082,0.075,0.007000000000000006
Danny Woodhead,RB,22.200,4000,20.2,6200,0.08,0.10333333333333333,-0.02333333333333333
Jordan Cameron,TE,11.300,4000,9.3,5500,0.08,0.09166666666666666,-0.011666666666666659
Greg Jennings,WR,5.900,3900,4.4,4700,0.078,0.07833333333333334,-0.00033333333333333826
Dwayne Bowe,WR,0,3900,7.1,5200,0.078,0.08666666666666667,-0.00866666666666667
Reggie Bush,RB,0.800,3800,0.8,5300,0.076,0.08833333333333333,-0.012333333333333335
Chris Johnson,RB,3.700,3800,3.7,5700,0.076,0.095,-0.019000000000000003
Markus Wheaton,WR,10.500,3800,9,5100,0.076,0.085,-0.009000000000000008
Allen Hurns,WR,10.000,3800,6.5,5000,0.076,0.08333333333333333,-0.007333333333333331
Eddie Royal,WR,1.800,3700,1.3,4800,0.074,0.08,-0.006000000000000005
Jordan Reed,TE,19.300,3700,15.8,5000,0.074,0.08333333333333333,-0.009333333333333332
Alfred Blue,RB,5.900,3700,5.4,5700,0.074,0.095,-0.021000000000000005
Marqise Lee,WR,0,3700,5.2,4600,0.074,0.07666666666666666,-0.0026666666666666644
DeVante Parker,WR,0.000,3700,0,5200,0.074,0.08666666666666667,-0.012666666666666673
Nate Washington,WR,19.500,3600,13.5,4900,0.072,0.08166666666666667,-0.00966666666666667
Brian Quick,WR,0,3600,9.7,5300,0.072,0.08833333333333333,-0.01633333333333334
Ryan Mathews,RB,11.800,3600,10.3,5700,0.072,0.095,-0.023000000000000007
Jermaine Kearse,WR,15.600,3600,11.6,5400,0.072,0.09,-0.018000000000000002
Marvin Jones,WR,3.900,3600,2.9,4500,0.072,0.075,-0.0030000000000000027
Zach Ertz,TE,7.600,3600,6.1,5200,0.072,0.08666666666666667,-0.014666666666666675
Charles Sims,RB,5.500,3600,4.5,6000,0.072,0.1,-0.02800000000000001
Heath Miller,TE,16.400,3500,12.4,5400,0.07,0.09,-0.01999999999999999
Darren Sproles,RB,19.600,3500,16.1,5600,0.07,0.09333333333333334,-0.02333333333333333
Ladarius Green,TE,18.400,3500,15.9,5600,0.07,0.09333333333333334,-0.02333333333333333
Kyle Rudolph,TE,10.300,3500,7.8,5100,0.07,0.085,-0.015
Tavon Austin,WR,15.500,3500,14.5,4900,0.07,0.08166666666666667,-0.011666666666666659
Terrance West,RB,3.100,3500,2.1,5300,0.07,0.08833333333333333,-0.018333333333333326
Rashad Greene,WR,15.800,3500,12.3,4700,0.07,0.07833333333333334,-0.008333333333333331
Matt Jones,RB,2.800,3500,2.8,5300,0.07,0.08833333333333333,-0.018333333333333326
Devin Hester,WR,0,3400,5.9,4600,0.068,0.07666666666666666,-0.008666666666666656
Delanie Walker,TE,13.300,3400,11.8,5200,0.068,0.08666666666666667,-0.018666666666666665
Marcel Reece,RB,17.600,3400,16.1,4800,0.068,0.08,-0.011999999999999997
Charles Clay,TE,8.300,3400,6.3,4800,0.068,0.08,-0.011999999999999997
Travis Benjamin,WR,17.900,3400,16.4,5000,0.068,0.08333333333333333,-0.015333333333333324
Jonas Gray,RB,0,3400,9.1,4800,0.068,0.08,-0.011999999999999997
Dion Lewis,RB,16.000,3400,14,5200,0.068,0.08666666666666667,-0.018666666666666665
Theo Riddick,RB,11.700,3400,10.7,4500,0.068,0.075,-0.006999999999999992
Justin Hunter,WR,2.100,3400,1.6,4500,0.068,0.075,-0.006999999999999992
Marquess Wilson,WR,7.900,3400,6.9,4500,0.068,0.075,-0.006999999999999992
Chris Conley,WR,0.000,3400,0,4500,0.068,0.075,-0.006999999999999992
Javorius Allen,RB,4.400,3400,3.9,5200,0.068,0.08666666666666667,-0.018666666666666665
Tyler Lockett,WR,13.400,3400,11.4,5000,0.068,0.08333333333333333,-0.015333333333333324
Duke Johnson,RB,2.200,3400,2.2,5500,0.068,0.09166666666666666,-0.023666666666666655
Owen Daniels,TE,2.500,3300,1.5,5000,0.066,0.08333333333333333,-0.017333333333333326
Jerricho Cotchery,WR,14.500,3300,12.5,5000,0.066,0.08333333333333333,-0.017333333333333326
Danny Amendola,WR,4.400,3300,3.4,4600,0.066,0.07666666666666666,-0.010666666666666658
Andrew Hawkins,WR,5.400,3300,3.9,4500,0.066,0.075,-0.008999999999999994
Darrius Heyward-Bey,WR,9.800,3300,7.8,4500,0.066,0.075,-0.008999999999999994
Andre Roberts,WR,6.600,3300,5.1,4500,0.066,0.075,-0.008999999999999994
Fred Jackson,RB,3.900,3300,3.4,6000,0.066,0.1,-0.034
Cole Beasley,WR,7.900,3300,4.9,5700,0.066,0.095,-0.028999999999999998
Dwayne Allen,TE,10.700,3300,9.2,5200,0.066,0.08666666666666667,-0.020666666666666667
Mohamed Sanu,WR,5.400,3300,4.4,5000,0.066,0.08333333333333333,-0.017333333333333326
Branden Oliver,RB,3.100,3300,2.6,4800,0.066,0.08,-0.013999999999999999
James White,RB,0.000,3300,0,5000,0.066,0.08333333333333333,-0.017333333333333326
Brandon Coleman,WR,14.100,3300,12.1,5000,0.066,0.08333333333333333,-0.017333333333333326
Cecil Shorts,WR,9.700,3300,7.7,5200,0.066,0.08666666666666667,-0.020666666666666667
Phillip Dorsett,WR,5.500,3300,3.5,5200,0.066,0.08666666666666667,-0.020666666666666667
Karlos Williams,RB,11.500,3300,11.5,4700,0.066,0.07833333333333334,-0.012333333333333335
Eric Ebron,TE,15.300,3300,13.3,4800,0.066,0.08,-0.013999999999999999
Cody Latimer,WR,0.000,3300,0,4500,0.066,0.075,-0.008999999999999994
Dorial Green-Beckham,WR,0.000,3300,0,4900,0.066,0.08166666666666667,-0.015666666666666662
Devin Funchess,WR,1.900,3300,1.4,4900,0.066,0.08166666666666667,-0.015666666666666662
Jaelen Strong,WR,0,3300,0,5100,0.066,0.085,-0.019000000000000003
Marlon Brown,WR,4.500,3200,3.5,4500,0.064,0.075,-0.010999999999999996
Jerick McKinnon,RB,4.800,3200,3.8,5500,0.064,0.09166666666666666,-0.02766666666666666
Mike Davis,RB,0,3200,0,4500,0.064,0.075,-0.010999999999999996
Ted Ginn Jr.,WR,7.400,3100,6.4,4700,0.062,0.07833333333333334,-0.01633333333333334
Larry Donnell,TE,5.100,3100,3.6,5300,0.062,0.08833333333333333,-0.026333333333333334
Kyle Juszczyk,RB,5.700,3100,3.7,4500,0.062,0.075,-0.012999999999999998
Robert Woods,WR,4.700,3100,3.7,5100,0.062,0.085,-0.023000000000000007
Lance Moore,WR,3.200,3000,2.7,4500,0.06,0.075,-0.015
Jason Avant,WR,0.000,3000,0,4500,0.06,0.075,-0.015
Vernon Davis,TE,7.700,3000,6.2,5100,0.06,0.085,-0.02500000000000001
Miles Austin,WR,4.200,3000,3.2,4800,0.06,0.08,-0.020000000000000004
Andre Caldwell,WR,1.100,3000,0.6,4500,0.06,0.075,-0.015
Harry Douglas,WR,10.400,3000,9.4,4800,0.06,0.08,-0.020000000000000004
Eric Weems,WR,0.000,3000,0,4500,0.06,0.075,-0.015
Matthew Slater,WR,0.000,3000,0,4500,0.06,0.075,-0.015
Benjamin Watson,TE,4.900,3000,3.4,4500,0.06,0.075,-0.015
Cedric Peerman,RB,0.000,3000,0,4500,0.06,0.075,-0.015
Mike Tolbert,RB,2.800,3000,2.3,4800,0.06,0.08,-0.020000000000000004
John Kuhn,RB,0.000,3000,0,4500,0.06,0.075,-0.015
Seyi Ajirotutu,WR,0.000,3000,0,4500,0.06,0.075,-0.015
James Starks,RB,0.200,3000,0.2,5200,0.06,0.08666666666666667,-0.026666666666666672
Brandon Tate,WR,0.000,3000,0,4500,0.06,0.075,-0.015
Darrel Young,RB,1.000,3000,0.5,4500,0.06,0.075,-0.015
Louis Murphy,WR,0.000,3000,0,4800,0.06,0.08,-0.020000000000000004
Jared Cook,TE,13.500,3000,11,5200,0.06,0.08666666666666667,-0.026666666666666672
Brian Hartline,WR,4.000,3000,3,4500,0.06,0.075,-0.015
Donald Brown,RB,0,3000,4.5,4500,0.06,0.075,-0.015
Jorvorskie Lane,RB,0.000,3000,0,4500,0.06,0.075,-0.015
Jordan Norwood,WR,4.500,3000,3.5,4500,0.06,0.075,-0.015
Shaun Draughn,RB,0.400,3000,0.4,4500,0.06,0.075,-0.015
Preston Parker,WR,4.600,3000,3.6,4500,0.06,0.075,-0.015
Dwayne Harris,WR,1.100,3000,1.1,4500,0.06,0.075,-0.015
Bruce Miller,RB,0.000,3000,0,4500,0.06,0.075,-0.015
Marc Mariani,WR,0.000,3000,0,4500,0.06,0.075,-0.015
Jacoby Jones,WR,0.000,3000,0,4500,0.06,0.075,-0.015
Riley Cooper,WR,5.500,3000,4,4700,0.06,0.07833333333333334,-0.01833333333333334
Toby Gerhart,RB,0,3000,5.1,4800,0.06,0.08,-0.020000000000000004
Chase Reynolds,RB,0.000,3000,0,4500,0.06,0.075,-0.015
Dexter McCluster,RB,0.800,3000,0.8,5000,0.06,0.08333333333333333,-0.02333333333333333
Matt Asiata,RB,5.200,3000,4.2,4900,0.06,0.08166666666666667,-0.021666666666666667
Leonard Hankerson,WR,3.600,3000,2.6,4500,0.06,0.075,-0.015
Dontrelle Inman,WR,0,3000,3.1,4500,0.06,0.075,-0.015
Coby Fleener,TE,3.500,3000,3,4900,0.06,0.08166666666666667,-0.021666666666666667
Greg Little,WR,0,3000,1.9,4500,0.06,0.075,-0.015
Jeremy Kerley,WR,0.000,3000,0,4500,0.06,0.075,-0.015
Kamar Aiken,WR,0.900,3000,0.4,4900,0.06,0.08166666666666667,-0.021666666666666667
Travaris Cadet,RB,0,3000,3.6,4500,0.06,0.075,-0.015
Robert Turbin,RB,0,3000,4.2,4700,0.06,0.07833333333333334,-0.01833333333333334
Bilal Powell,RB,9.800,3000,8.8,5200,0.06,0.08666666666666667,-0.026666666666666672
Bobby Rainey,RB,2.400,3000,1.9,4800,0.06,0.08,-0.020000000000000004
Patrick DiMarco,RB,0.000,3000,0,4500,0.06,0.075,-0.015
Isaiah Pead,RB,-0.700,3000,-1.7,4900,0.06,0.08166666666666667,-0.021666666666666667
Chris Polk,RB,4.100,3000,3.6,4700,0.06,0.07833333333333334,-0.01833333333333334
Jacquizz Rodgers,RB,1.600,3000,1.6,4500,0.06,0.075,-0.015
Jarryd Hayne,RB,2.000,3000,0.5,4500,0.06,0.075,-0.015
Kenjon Barner,RB,0,3000,0,4500,0.06,0.075,-0.015
LaMichael James,RB,0.000,3000,0,4500,0.06,0.075,-0.015
Brice Butler,WR,0,3000,3.4,4500,0.06,0.075,-0.015
Chris Owusu,WR,9.500,3000,7.5,4700,0.06,0.07833333333333334,-0.01833333333333334
Griff Whalen,WR,0.000,3000,0,4500,0.06,0.075,-0.015
Derrick Coleman,RB,0.200,3000,0.2,4500,0.06,0.075,-0.015
Jonathan Grimes,RB,4.000,3000,3.5,4500,0.06,0.075,-0.015
Jaron Brown,WR,1.800,3000,1.3,4500,0.06,0.075,-0.015
Chris Givens,WR,0.000,3000,0,4500,0.06,0.075,-0.015
Keshawn Martin,WR,0,3000,0.7,4500,0.06,0.075,-0.015
Jordan Todman,RB,0.000,3000,0,4700,0.06,0.07833333333333334,-0.01833333333333334
Jarius Wright,WR,3.700,3000,3.2,5100,0.06,0.085,-0.02500000000000001
Brandon Bolden,RB,2.300,3000,1.8,5100,0.06,0.085,-0.02500000000000001
Lance Dunbar,RB,15.000,3000,11,4800,0.06,0.08,-0.020000000000000004
Russell Shepard,WR,1.600,3000,1.1,4500,0.06,0.075,-0.015
Knile Davis,RB,3.800,3000,3.3,5200,0.06,0.08666666666666667,-0.026666666666666672
Mike James,RB,0,3000,0.3,4500,0.06,0.075,-0.015
